User ID	Tracks ID	Tracks Name	Time_Release_Track	Plays	Likes	Repost
65683241	None	None	None	None	None	None
314004493	None	None	None	None	None	None
269473939	None	None	None	None	None	None
523150830	None	None	None	None	None	None
460022967	None	None	None	None	None	None
95222194	None	None	None	None	None	None
164898529	639227946	Clase contratos	20 June 2019		2	13
191234140	343614323	Wax Motif Feat. Jevon Doe - Used 2 Be (Phlegmatic Dogs Remix)	23 September 2017		47.1K	1,460
191234140	330949005	"Destructo - ""All Nite"" Ft. E-40 & Too $hort (Brohug Remix)"	1 July 2017		21.9K	837
191234140	330948877	"Destructo - ""All Nite"" ft. E-40 & Too $hort (Motez Remix)"	1 July 2017		31.1K	977
191234140	330789750	Destructo - All Nite ft. E-40 & Too $hort (Noise Frenzy Remix) [ FREE DOWNLOAD ]	30 June 2017		373K	7,068
191234140	292553491	"Wax Motif & Vindata - ""Crazy"""	11 November 2016		667K	22.3K
156893849	None	None	None	None	None	None
29412	1158498937	Upflow	12 November 2021		412	57
29412	1149850366	Heaven	29 October 2021		1,562	96
29412	1141936765	Journey	15 October 2021	2,618	146	14
29412	1133985964	Supernova	1 October 2021	3,574	151	17
29412	1125988264	TWBL (ft. FA)	17 September 2021	1,817	42	6
29412	1125324649	LAE (ft. FA)	16 September 2021	3,002	137	16
29412	1117824145	Beginnings	3 September 2021	3,835	179	23
29412	1109149744	Someday	20 August 2021	3,670	147	14
29412	1100878804	New Dawn	6 August 2021	4,476	183	34
29412	1092143092	Now or Never	23 July 2021		3,811	147
29412	1084399747	Rainy Nights Magic	9 July 2021		5,643	199
29412	1075361200	Morning Dew	25 June 2021		4,873	174
29412	1066124275	Sanctuary Tree (ft. Ambyion)	11 June 2021		4,028	160
29412	1057150342	Fast Forward	28 May 2021	3,336	128	21
29412	1048393588	ODC (ft. Medium Douce)	14 May 2021	3,309	112	16
29412	1038708457	Sapphire (ft. Fūji)	29 April 2021	3,519	134	25
29412	1034925937	Raw Jewels (ft. Fūji)	23 April 2021	3,243	110	12
29412	1030350883	Emerald (ft. Fūji)	16 April 2021	4,692	152	20
29412	1025544535	1000 (ft. Fūji)	9 April 2021	3,809	141	28
29412	1020646210	Cristal (ft. Fūji)	2 April 2021		5,123	170
29412	1010101123	Ascent (ft. OBu)	18 March 2021		4,519	182
29412	1005115387	Warm Winter (ft. OBu)	12 March 2021		5,379	206
29412	996574447	Painted Stories (Album Mix)	2 March 2021		3,288	124
29412	983074267	Discover Life (2021)	11 February 2021	6,361	198	29
29412	956826940	Feel Alive	31 December 2020	6,201	135	11
29412	956826856	Travel to The Top	31 December 2020	10.2K	343	26
29412	953737978	Overclouds	25 December 2020	3,825	123	15
29412	953737813	Overnight	25 December 2020	6,776	210	22
29412	945518068	Get Warm	11 December 2020	6,075	223	25
29412	936992899	Missing Link	27 November 2020		5,773	192
29412	924604174	Deep Space (ft. Fūji)	7 November 2020		5,297	178
29412	919606162	After Hours (Extended Version)	29 October 2020		5,859	178
29412	916739558	After Hours	24 October 2020		4,404	155
29412	903352807	Don't Forget The Sun	2 October 2020	7,443	213	30
29412	895337767	Endure	18 September 2020	10.6K	308	41
29412	883610419	Everlasting	28 August 2020	21.1K	552	54
29412	875765308	Willpower	14 August 2020	11.9K	297	36
29412	867899872	Shatter	31 July 2020	12.5K	348	43
29412	859587133	They Call Us Dreamers	17 July 2020	13.5K	376	37
29412	848490727	The City 2	29 June 2020		11.3K	302
29412	838874557	Iris (ft. Fūji)	12 June 2020		12.8K	352
29412	830480512	Fireflies	29 May 2020		14.2K	378
29412	821075206	United In Hearts	15 May 2020		71.8K	412
29412	809833831	Owsey - Watching Her From Afar (Uppermost Remix)	29 April 2020	16.4K	502	80
29412	800881429	SHato & Paul Rockseek - Lobby Funk (Uppermost Remix)	17 April 2020	8,819	253	37
29412	789955114	Chill Mix 2020	3 April 2020	7,680	270	34
29412	779782624	When the Birds Start Singing	21 March 2020	9,686	343	53
29412	764573314	Creative Infinity	22 February 2020	10.9K	337	61
29412	744376384	Fire Starter	17 January 2020	7,943	259	42
29412	734588569	Chill Mix 2019	27 December 2019		11K	452
29412	727253227	Night Walk (garcialucass Remix)	13 December 2019		3,226	96
29412	727253200	Night Walk (OBu Remix)	13 December 2019		2,273	43
29412	727253164	Night Walk (Azaleh Remix)	13 December 2019		7,204	215
29412	727253146	Night Walk	13 December 2019	11.5K	346	38
29412	721665253	Resistance	2 December 2019	16.5K	522	77
29412	712337848	Every Human Is an Artist	14 November 2019	16.4K	505	69
29412	697922053	Selfless	19 October 2019	14.5K	394	70
29412	684032005	Inner Peace	20 September 2019	15.7K	491	63
29412	667931165	True	19 August 2019	13.1K	354	44
29412	650103866	23rd Street	12 July 2019		28.6K	801
29412	639210123	Uppermost x Juani - Pure (Uppermost Handcrafted Edit)	20 June 2019		12.9K	288
29412	636505305	Uppermost x Juani - Pure (Original Mix)	14 June 2019		17.1K	369
29412	636505284	Uppermost x Juani - Pure (Uppermost and Popiche Remix)	14 June 2019		5,234	153
29412	636505260	Uppermost x Juani - Pure (Juani Original Take)	14 June 2019	8,084	194	23
29412	611690895	Forever Present	26 April 2019	11.6K	338	31
29412	597468309	Overcome	29 March 2019	29.1K	680	84
29412	578396634	Days And Nights (ft. Jack Lena)	22 February 2019	23.7K	472	60
29412	570106260	Better Days Ahead (Digitalism Remix)	13 February 2019	16.5K	340	52
29412	563086161	Open Hearts	23 January 2019	27.6K	779	87
29412	540119997	Live by Nature (120 min Mix)	5 December 2018		11K	330
29412	505500531	Together	26 September 2018		15.6K	318
29412	504387894	Under Control	24 September 2018		21.6K	396
29412	503075475	Over the Storm	21 September 2018		10.9K	242
29412	502109007	Dreams	19 September 2018	20.7K	467	59
29412	501161637	Belong	17 September 2018	12.5K	253	28
29412	499346103	Waves	13 September 2018	14.9K	339	35
29412	498819903	Through The Pain	12 September 2018	20.6K	384	54
29412	497844903	Given by Nature (Full Album Mix)	10 September 2018	12.4K	301	51
29412	496515201	Love Runway	7 September 2018	29.3K	725	102
29412	495544011	Given by Nature (Album Overview)	5 September 2018		6,452	76
29412	493251483	Echoes of Mystery	31 August 2018		21.1K	382
29412	486831756	Starslide	17 August 2018		27.6K	708
29412	480642918	Given by Nature	10 August 2018		25.1K	450
29412	455548746	Late Hours	8 June 2018	13.9K	225	20
29412	444798876	Focus	16 May 2018	18.8K	469	62
29412	441650133	Uprising	9 May 2018	34.5K	714	87
29412	432012021	Moment of Truth	19 April 2018	14.1K	251	36
29412	428119206	Where Your Heart Goes (ft. SYML)	11 April 2018	16.7K	252	41
29412	425145057	Believe	5 April 2018	35.2K	708	99
29412	421430601	The Brightest Light	29 March 2018	22.9K	431	60
29412	419067660	Healing (ft. Mesita)	25 March 2018	18.1K	377	59
