User ID	Tracks ID	Tracks Name	Time_Release_Track	Plays	Likes	Repost
778724743	None	None	None	None	None	None
678442067	None	None	None	None	None	None
127250337	None	None	None	None	None	None
662669475	None	None	None	None	None	None
59364739	None	None	None	None	None	None
786711838	None	None	None	None	None	None
148382741	None	None	None	None	None	None
59690176	1154543059	Popof - Rubber	6 November 2021		958	58
59690176	1154543776	Popof - Rubber (SHADED Thicc Body Remix)	6 November 2021		691	65
59690176	1154543440	Popof - Silicon	6 November 2021		650	32
59690176	1154542600	Popof - Silicon (Sacha Robotti Remix)	6 November 2021		582	48
59690176	1140606154	Kevin Knapp - You The Truth	12 October 2021		1,778	137
59690176	1140606130	Kevin Knapp - Worldwide	12 October 2021		4,481	475
59690176	1133065315	[DH103] Mikey Lion - This Is The Beat	29 September 2021		11.3K	414
59690176	1128759754	[DH102] SHADED & Cari Golden - Layback Maybach	22 September 2021		3,883	295
59690176	1120685935	Justin Jay - Nüdrug	8 September 2021		1,335	64
59690176	1120685893	Justin Jay - Satellite	8 September 2021		1,360	77
59690176	1120685776	Justin Jay - You	8 September 2021		2,210	84
59690176	1096532113	Bruja B2B Nat Turner Live from the Vortex	30 July 2021		2,738	223
59690176	1061443432	Mikey Lion, Lubelski - Talking To The Trees	4 June 2021		2,860	133
59690176	1061443318	Mikey Lion - For The Love Of What?	4 June 2021	2,293	94	12
59690176	1061443186	Mikey Lion - Burn With Me	4 June 2021		2,039	77
59690176	1061442853	Mikey Lion, Sacha Robotti - Do Or Die	4 June 2021	2,079	82	5
59690176	1061443018	Mikey Lion - Spot Freak	4 June 2021		1,670	59
59690176	1061442475	Mikey Lion, RYBO - Meditation	4 June 2021	2,464	117	17
59690176	1061442316	Mikey Lion, Jackson Englund, Lubelski - When I'm With You	4 June 2021		2,184	76
59690176	1061442151	Mikey Lion, Justin Martin - Through The Fog	4 June 2021		6,387	230
59690176	1061441977	Mikey Lion - Above The Clouds	4 June 2021		2,627	51
59690176	1019129959	Mikey Lion, Lubelski, Jackson Englund - When I'm With You (Album Version)	30 March 2021		6,380	190
59690176	982939012	Mikey Lion, Sacha Robotti - Do Or Die (Original Mix)	11 February 2021		13K	760
59690176	965825539	Mikey Lion - Above The Clouds	15 January 2021		9,717	492
59690176	935432659	Live @ Desert Hearts 2019 - DJ Three - 127	26 November 2020		13.8K	915
59690176	935415451	Sammy Legs, Britton - Weak In The Knees Ft. TCHiLT	25 November 2020		18.2K	1,044
59690176	935415433	Sammy Legs, Britton - Weebles	25 November 2020		6,614	310
59690176	928234837	Dantiez, Bensworth - La Luna	13 November 2020	3,319	111	8
59690176	928234654	Dantiez - Holla Back	13 November 2020		3,884	150
59690176	918688825	Beth Lydi - Paper Shark	28 October 2020		3,316	156
59690176	918688801	Beth Lydi - Windy Pipes	28 October 2020		4,356	216
59690176	910067392	Toni Varga & C.O.Z - Your Touch	14 October 2020		8,306	332
59690176	910067365	Toni Varga  & C.O.Z - Get Down	14 October 2020		9,356	468
59690176	897165049	Lubelski - Quitting Is For Losers	22 September 2020		4,246	222
59690176	897165040	Lubelski - Designer Grooves	22 September 2020	3,877	172	17
59690176	897165013	Lubelski - Ain't Going Like It Should	22 September 2020		3,540	135
59690176	897164947	Lubelski - The Rave Scene	22 September 2020		5,691	295
59690176	889329547	Mikey Lion - The Way You're Wrong	8 September 2020		13K	701
59690176	881436016	Alex Kennon - Fandango (Wyatt Marshall Remix)	25 August 2020		2,897	141
59690176	881435995	Alex Kennon - Fandango	25 August 2020		2,464	80
59690176	881435974	Alex Kennon - Gentle Water	25 August 2020		3,865	135
59690176	877479322	Joyce Muniz - Deeper The Soul Feat. G.Rizo (Lubelski Remix)	18 August 2020		5,782	310
